"id","movie_id","genre_id"
"314","179","8"
"315","179","14"
"316","180","5"
"317","181","1"
"318","181","4"
"319","182","8"
"320","182","14"
"321","183","16"
"322","184","8"
"323","185","15"
"324","185","16"
"325","186","5"
"326","187","5"
"327","188","11"
"328","189","5"
"329","190","16"
"330","191","8"
"331","192","7"
"332","193","8"
"333","194","8"
"334","195","5"
"335","195","8"
"336","195","14"
"337","196","11"
"338","196","15"
"339","197","8"
"340","198","1"
"341","198","6"
"342","198","15"
"343","199","8"
"344","199","12"
"345","200","16"
"346","201","8"
"347","202","8"
"348","202","14"
"349","203","5"
"350","204","1"
"351","205","5"
"352","205","8"
"353","206","7"
"354","207","8"
"355","207","14"
"356","208","1"
"357","208","2"
"358","209","8"
"359","210","18"
"360","211","8"
"361","212","5"
"362","213","8"
"363","214","8"
"364","215","8"
"365","215","14"
"366","216","5"
"367","217","8"
"368","217","16"
"369","218","5"
"370","218","8"
"371","219","8"
"372","220","11"
"373","222","8"
"374","222","14"
"375","223","5"
"376","224","5"
"377","224","8"
"378","224","14"
"379","225","8"
"380","225","16"
"381","226","16"
"382","227","1"
"383","228","5"
"384","229","8"
"385","229","16"
"386","230","8"
"387","230","16"
"388","231","5"
"389","232","5"
"390","232","8"
"391","233","8"
"392","234","5"
"393","235","5"
"394","235","8"
"395","236","5"
"396","236","14"
"397","237","5"
"398","237","14"
"399","238","2"
"400","238","4"
"401","239","3"
"402","239","4"
"403","239","5"
"404","239","14"
"405","240","16"
"406","241","4"
"407","241","8"
"408","242","8"
"409","242","12"
"410","243","5"
"411","244","3"
"412","244","4"
"413","245","6"
"414","245","8"
"415","246","7"
"416","247","8"
"417","247","9"
"418","247","14"
"419","247","16"
"420","248","5"
"421","249","8"
"422","249","14"
"423","250","4"
"424","250","5"
"425","251","1"
"426","252","5"
"427","252","14"
"428","253","8"
"429","253","11"
"430","254","8"
"431","255","5"
"432","256","5"
"433","256","15"
"434","257","13"
"435","257","16"
"436","258","2"
"437","258","4"
"438","258","5"
"439","258","9"
"440","258","14"
"441","259","6"
"442","259","8"
"443","259","16"
"444","260","1"
"445","260","2"
"446","260","9"
"447","260","15"
"448","261","8"
"449","262","4"
"450","262","8"
"451","263","8"
"452","264","8"
"453","265","8"
"454","265","14"
"455","266","8"
"456","266","14"
"457","266","17"
"458","266","18"
"459","267","5"
"460","268","8"
"461","269","8"
"462","270","8"
"463","270","14"
"464","271","8"
"465","272","8"
"466","273","8"
"467","273","11"
"468","274","5"
"469","275","5"
"470","276","5"
"471","276","14"
"472","277","8"
"473","278","5"
"474","279","8"
"475","280","8"
"476","280","16"
"477","281","8"
"478","282","8"
"479","283","6"
"480","283","8"
"481","284","1"
"482","284","6"
"483","285","8"
"484","285","11"
"485","286","1"
"486","286","15"
"487","286","16"
"488","287","5"
"489","287","14"
"490","288","1"
"491","288","16"
"492","289","5"
"493","289","14"
"494","290","6"
"495","290","8"
"496","291","16"
"497","292","1"
"498","292","8"
"499","292","16"
"500","293","6"
"501","293","8"
"502","293","14"
"503","293","16"
"504","294","5"
"505","294","14"
"506","295","5"
"507","295","14"
"508","296","6"
"509","296","8"
"510","297","8"
"511","298","5"
"512","299","8"
"513","300","8"
"514","301","8"
"515","301","14"
"516","302","8"
"517","302","14"
"518","303","1"
"519","303","2"
"520","303","18"
"521","304","5"
"522","304","8"
"523","305","5"
"524","306","8"
"525","307","8"
"526","308","8"
"527","309","8"
"528","310","5"
"529","311","11"
"530","311","16"
"531","312","5"
"532","313","3"
"533","313","4"
"534","314","8"
"535","315","1"
"536","316","1"
"537","316","2"
"538","316","15"
"539","317","4"
"540","317","5"
"541","317","9"
"542","318","8"
"543","319","16"
"544","320","10"
"545","320","16"
"546","321","8"
"547","322","5"
"548","322","8"
"549","324","5"
"550","325","5"
"551","326","8"
"552","327","1"
"553","327","5"
"554","327","12"
"555","327","15"
"556","328","11"
"557","329","1"
"558","329","2"
"559","329","15"
"560","330","5"
"561","330","11"
"562","331","8"
"563","332","11"
"564","332","15"
"565","333","5"
"566","334","8"
"567","335","13"
"568","335","16"
"569","336","8"
"570","336","17"
"571","337","8"
"572","338","15"
"573","338","16"
"574","339","5"
"575","339","14"
"576","340","2"
"577","340","8"
"578","341","8"
"579","342","5"
"580","342","14"
"581","343","4"
"582","344","5"
"583","345","5"
"584","345","8"
"585","346","8"
"586","346","12"
"587","347","8"
"588","348","5"
"589","349","1"
"590","349","2"
"591","349","16"
"592","350","8"
"593","350","13"
"594","350","16"
"595","351","5"
"596","351","8"
"597","351","14"
"598","352","5"
"599","353","1"
"600","353","14"
"601","353","16"
"602","354","8"
"603","355","4"
"604","355","5"
"605","356","5"
"606","356","14"
"607","356","17"
"608","357","5"
"609","357","14"
"610","358","8"
"611","359","5"
"612","359","8"
"613","359","14"
"614","360","1"
"615","360","5"
"616","361","8"
"617","361","14"
"618","362","2"
"619","362","4"
"620","362","14"
"621","363","7"
"622","364","3"
"623","364","4"
"624","364","12"
"625","365","8"
"626","366","11"
"627","367","5"
"628","367","6"
"629","367","9"
"630","368","1"
"631","368","5"
"632","368","18"
"633","369","8"
"634","370","5"
"635","371","5"
"636","371","8"
"637","372","5"
"638","372","8"
"639","373","16"
"640","374","4"
"641","374","5"
"642","375","8"
"643","376","1"
"644","376","16"
"645","377","1"
"646","377","14"
"647","377","16"
"648","378","5"
"649","378","14"
"650","379","1"
"651","379","15"
"652","380","1"
"653","380","2"
"654","380","5"
"655","380","14"
"656","381","8"
"657","382","8"
"658","382","11"
"659","383","18"
"660","384","1"
"661","385","8"
"662","386","8"
"663","387","1"
"664","387","5"
"665","388","8"
"666","389","8"
"667","389","14"
"668","389","17"
"669","390","1"
"670","390","5"
"671","390","8"
"672","391","6"
"673","391","8"
"674","392","2"
"675","392","4"
"676","393","1"
"677","394","1"
"678","395","8"
"679","396","8"
"680","397","11"
"681","398","7"
"682","399","8"
"683","400","8"
"684","401","1"
"685","401","16"
"686","402","5"
"687","403","5"
"688","403","6"
"689","403","8"
"690","404","7"
"691","405","1"
"692","405","15"
"693","406","8"
"694","407","11"
"695","407","16"
"696","408","8"
"697","409","8"
"698","410","5"
"699","411","5"
"700","412","8"
"701","413","5"
"702","414","5"
"703","415","5"
"704","415","16"
"705","416","18"
"706","417","5"
"707","417","14"
"708","418","8"
"709","419","5"
"710","420","1"
"711","420","5"
"712","421","2"
"713","421","4"
"714","422","16"
"715","423","1"
"716","423","16"
"717","424","8"
"718","425","8"
"719","425","14"
"720","426","11"
"721","426","15"
"722","426","16"
"723","427","13"
"724","427","14"
"725","427","16"
"726","428","8"
"727","429","5"
"728","430","8"
"729","431","6"
"730","431","8"
"731","432","5"
"732","432","18"
"733","433","5"
"734","434","1"
"735","434","2"
"736","434","6"
"737","435","5"
"738","435","15"
"739","436","8"
"740","436","16"
"741","437","5"
"742","438","1"
"743","438","5"
"744","439","8"
"745","440","5"
"746","440","14"
"747","441","5"
"748","442","1"
"749","442","15"
"750","443","7"
"751","444","5"
"752","444","14"
"753","445","5"
"754","446","8"
"755","446","14"
"756","447","5"
"757","447","14"
"758","448","8"
"759","449","5"
"760","450","5"
"761","450","8"
"762","451","8"
"763","451","13"
"764","451","14"
"765","452","8"
"766","453","5"
"767","454","8"
"768","454","16"
"769","455","2"
"770","455","4"
"771","455","8"
"772","456","8"
"773","457","1"
"774","457","16"
"775","458","8"
"776","458","18"
"777","459","1"
"778","460","5"
"779","461","8"
"780","461","14"
"781","462","1"
"782","462","2"
"783","463","6"
"784","463","8"
"785","463","16"
"786","464","1"
"787","464","2"
"788","464","6"
"789","464","16"
"790","465","1"
"791","465","8"
"792","465","17"
"793","466","1"
"794","466","5"
"795","466","17"
"796","467","5"
"797","468","5"
"798","468","14"
"799","469","8"
"800","469","14"
"801","470","5"
"802","471","5"
"803","471","14"
"804","472","5"
"805","472","8"
"806","473","5"
"807","473","17"
"808","474","1"
"809","474","16"
"810","475","8"
"811","476","5"
"812","476","8"
"813","477","8"
"814","478","5"
"815","479","1"
"816","480","1"
"817","480","2"
"818","480","15"
"819","481","8"
"820","481","16"
"821","482","16"
"822","483","8"
"823","484","2"
"824","484","4"
"825","485","1"
"826","485","5"
"827","486","5"
"828","487","5"
"829","487","18"
"830","488","8"
"831","489","5"
"832","490","16"
"833","491","8"
"834","492","5"
"835","492","13"
"836","493","1"
"837","493","6"
"838","493","8"
"839","494","1"
"840","494","16"
"841","495","8"
"842","496","5"
"843","496","8"
"844","496","14"
"845","497","5"
"846","497","14"
"847","498","8"
"848","498","14"
"849","499","5"
"850","499","14"
"851","500","5"
"852","501","8"
"853","502","1"
"854","502","4"
"855","503","8"
"856","504","1"
"857","504","15"
"858","505","5"
"859","506","8"
"860","507","1"
"861","507","8"
"862","508","8"
"863","509","8"
"864","509","14"
"865","510","8"
"866","511","1"
"867","511","8"
"868","512","11"
"869","512","15"
"870","513","5"
"871","513","13"
"872","513","14"
"873","514","5"
"874","515","8"
"875","516","5"
"876","516","8"
"877","516","17"
"878","517","1"
"879","517","8"
"880","517","13"
"881","518","5"
"882","519","15"
"883","519","16"
"884","520","5"
"885","521","6"
"886","521","16"
"887","522","1"
"888","522","8"
"889","523","8"
"890","524","8"
"891","525","8"
"892","526","8"
"893","527","8"
"894","527","17"
"895","528","8"
"896","529","8"
"897","530","8"
"898","531","4"
"899","531","8"
"900","532","5"
"901","532","6"
"902","532","11"
"903","533","1"
"904","534","8"
"905","534","14"
"906","535","8"
"907","536","8"
"908","537","5"
"909","537","8"
"910","538","8"
"911","539","5"
"912","539","14"
"913","540","16"
"914","541","10"
"915","541","15"
"916","542","5"
"917","543","5"
"918","543","14"
"919","543","16"
"920","544","1"
"921","545","8"
"922","546","1"
"923","546","2"
"924","546","4"
"925","546","15"
"926","547","1"
"927","547","2"
"928","547","16"
"929","548","1"
"930","549","7"
"931","550","5"
"932","550","14"
"933","551","4"
"934","551","5"
"935","551","12"
"936","552","1"
"937","552","2"
"938","552","5"
"939","553","18"
"940","554","16"
"941","555","1"
"942","555","6"
"943","555","14"
"944","556","7"
"945","557","8"
"946","558","1"
"947","558","2"
"948","558","3"
"949","558","4"
"950","558","9"
"951","559","5"
"952","560","8"
"953","561","16"
"954","562","5"
"955","562","8"
"956","563","8"
"957","564","5"
"958","565","11"
"959","566","5"
"960","566","14"
"961","567","8"
"962","568","5"
"963","568","8"
"964","569","4"
"965","569","5"
"966","570","5"
"967","570","8"
"968","571","8"
"969","572","8"
"970","573","8"
"971","574","5"
"972","574","8"
"973","575","4"
"974","575","5"
"975","576","5"
"976","577","2"
"977","577","4"
"978","578","8"
"979","578","13"
"980","579","16"
"981","580","8"
"982","581","7"
"983","582","5"
"984","583","5"
"985","583","8"
"986","584","8"
"987","585","5"
"988","586","4"
"989","586","5"
"990","587","5"
"991","587","14"
"992","587","16"
"993","588","3"
"994","588","4"
"995","588","5"
"996","588","12"
"997","589","1"
"998","589","15"
"999","589","16"
"1000","590","2"
"1001","590","8"
"1002","590","18"
"1003","591","1"
"1004","591","8"
"1005","591","16"
"1006","592","1"
"1007","592","2"
"1008","592","6"
"1009","592","8"
"1010","593","8"
"1011","593","16"
"1012","594","3"
"1013","594","4"
"1014","594","12"
"1015","595","3"
"1016","595","4"
"1017","595","12"
"1018","596","3"
"1019","596","4"
"1020","597","5"
"1021","597","14"
"1022","598","5"
"1023","599","18"
"1024","600","16"
"1025","601","8"
"1026","602","7"
"1027","603","5"
"1028","604","7"
"1029","605","8"
"1030","605","14"
"1031","606","11"
"1032","607","8"
"1033","608","6"
"1034","608","8"
"1035","608","16"
"1036","609","2"
"1037","609","4"
"1038","610","1"
"1039","610","2"
"1040","610","3"
"1041","610","11"
"1042","610","15"
"1043","611","1"
"1044","611","11"
"1045","611","15"
"1046","612","5"
"1047","613","8"
"1048","613","14"
"1049","614","8"
"1050","614","16"
"1051","615","8"
"1052","616","3"
"1053","616","4"
"1054","617","8"
"1055","618","5"
"1056","618","14"
"1057","619","5"
"1058","620","8"
"1059","621","8"
"1060","623","14"
"1061","624","1"
"1062","624","8"
"1063","624","16"
"1064","625","8"
"1065","626","5"
"1066","627","8"
"1067","627","16"
"1068","628","8"
"1069","628","16"
"1070","629","8"
"1071","630","8"
"1072","630","14"
"1073","631","3"
"1074","631","4"
"1075","631","12"
"1076","632","17"
"1077","633","5"
"1078","634","5"
"1079","635","5"
"1080","635","8"
"1081","636","8"
"1082","637","5"
"1083","638","14"
"1084","639","5"
"1085","640","8"
"1086","640","16"
"1087","641","5"
"1088","642","8"
"1089","643","5"
"1090","644","5"
"1091","645","8"
"1092","647","8"
"1093","647","17"
"1094","648","1"
"1095","648","2"
"1096","648","13"
"1097","649","5"
"1098","649","8"
"1099","650","8"
"1100","651","5"
"1101","652","13"
"1102","653","1"
"1103","653","2"
"1104","653","9"
"1105","654","8"
"1106","654","14"
"1107","655","5"
"1108","656","5"
"1109","657","5"
"1110","657","8"
"1111","658","8"
"1112","659","6"
"1113","659","16"
"1114","660","8"
"1115","661","3"
"1116","661","4"
"1117","661","12"
"1118","662","16"
"1119","663","5"
"1120","664","5"
"1121","665","17"
"1122","666","8"
"1123","667","1"
"1124","668","8"
"1125","669","8"
"1126","670","8"
"1127","671","5"
"1128","671","15"
"1129","672","8"
"1130","673","2"
"1131","673","3"
"1132","673","4"
"1133","673","5"
"1134","673","9"
"1135","674","2"
"1136","674","15"
"1137","675","1"
"1138","675","8"
"1139","675","16"
"1140","676","8"
"1141","678","8"
"1142","678","16"
"1143","679","8"
"1144","680","15"
"1145","681","6"
"1146","682","7"
"1147","682","8"
"1148","683","7"
"1149","684","8"
"1150","685","8"
"1151","687","8"
"1152","687","14"
"1153","688","1"
"1154","688","2"
"1155","688","5"
"1156","688","17"
"1157","690","14"
"1158","691","5"
"1159","691","14"
"1160","692","1"
"1161","692","15"
"1162","692","16"
"1163","693","8"
"1164","694","1"
"1165","695","13"
"1166","695","16"
"1167","696","16"
"1168","697","8"
"1169","697","14"
"1170","698","8"
"1171","699","8"
"1172","700","5"
"1173","701","8"
"1174","702","8"
"1175","703","8"
"1176","704","1"
"1177","704","2"
"1178","705","5"
"1179","706","8"
"1180","707","6"
"1181","707","10"
"1182","707","16"
"1183","708","5"
"1184","708","14"
"1185","709","3"
"1186","709","4"
"1187","710","5"
"1188","711","2"
"1189","711","4"
"1190","712","8"
"1191","713","8"
"1192","714","18"
"1193","715","8"
"1194","716","6"
"1195","717","5"
"1196","718","5"
"1197","718","15"
"1198","719","5"
"1199","720","3"
"1200","721","8"
"1201","722","7"
"1202","723","8"
"1203","724","8"
"1204","724","11"
"1205","725","5"
"1206","726","8"
"1207","727","7"
"1208","728","5"
"1209","729","8"
"1210","730","8"
"1211","731","13"
"1212","731","16"
"1213","732","6"
"1214","733","1"
"1215","733","2"
"1216","733","16"
"1217","734","5"
"1218","735","5"
"1219","735","11"
"1220","736","1"
"1221","736","2"
"1222","736","14"
"1223","736","16"
"1224","737","1"
"1225","737","15"
"1226","738","8"
"1227","739","5"
"1228","741","3"
"1229","741","15"
"1230","742","11"
"1231","742","16"
"1232","743","5"
"1233","744","8"
"1234","745","3"
"1235","745","5"
"1236","745","16"
"1237","746","10"
"1238","747","5"
"1239","748","1"
"1240","748","15"
"1241","748","16"
"1242","749","8"
"1243","750","15"
"1244","750","17"
"1245","751","5"
"1246","752","5"
"1247","752","14"
"1248","753","5"
"1249","753","8"
"1250","754","2"
"1251","754","4"
"1252","755","4"
"1253","755","8"
"1254","756","7"
"1255","757","8"
"1256","758","8"
"1257","759","7"
"1258","760","17"
"1259","761","2"
"1260","762","5"
"1261","762","6"
"1262","763","8"
"1263","764","8"
"1264","764","14"
"1265","765","5"
"1266","765","8"
"1267","766","8"
"1268","767","8"
"1269","768","8"
"1270","769","7"
"1271","770","8"
"1272","771","5"
"1273","771","8"
"1274","772","5"
"1275","773","8"
"1276","774","8"
"1277","775","11"
"1278","776","5"
"1279","776","8"
"1280","777","17"
"1281","778","8"
"1282","779","8"
"1283","779","14"
"1284","780","1"
"1285","780","15"
"1286","780","17"
"1287","781","8"
"1288","782","16"
"1289","783","3"
"1290","783","4"
"1291","783","12"
"1292","784","5"
"1293","785","5"
"1294","786","1"
"1295","786","16"
"1296","787","7"
"1297","788","5"
"1298","788","9"
"1299","788","14"
"1300","788","15"
"1301","789","8"
"1302","790","8"
"1303","791","7"
"1304","792","9"
"1305","793","8"
"1306","794","5"
"1307","794","8"
"1308","795","8"
"1309","796","8"
"1310","797","5"
"1311","798","1"
"1312","798","2"
"1313","798","16"
"1314","799","5"
"1315","799","11"
"1316","800","8"
"1317","800","13"
"1318","801","4"
"1319","801","5"
"1320","802","8"
"1321","802","14"
"1322","803","14"
"1323","804","5"
"1324","804","14"
"1325","805","8"
"1326","806","8"
"1327","807","5"
"1328","807","14"
"1329","808","2"
"1330","808","4"
"1331","809","1"
"1332","809","2"
"1333","810","4"
"1334","810","5"
"1335","810","9"
"1336","811","5"
"1337","812","8"
"1338","813","5"
"1339","814","8"
"1340","815","1"
"1341","815","13"
"1342","815","16"
"1343","816","8"
"1344","818","5"
"1345","819","5"
"1346","819","8"
"1347","820","8"
"1348","821","14"
"1349","822","8"
"1350","823","8"
"1351","824","8"
"1352","825","5"
"1353","825","14"
"1354","826","8"
"1355","827","8"
"1356","828","2"
"1357","828","4"
"1358","829","5"
"1359","829","12"
"1360","830","5"
"1361","831","8"
"1362","832","8"
"1363","832","16"
"1364","833","5"
"1365","834","5"
"1366","835","8"
"1367","836","1"
"1368","836","2"
"1369","836","16"
"1370","837","4"
"1371","837","5"
"1372","838","5"
"1373","838","8"
"1374","838","14"
"1375","839","1"
"1376","839","16"
"1377","840","5"
"1378","841","11"
"1379","842","11"
"1380","843","8"
"1381","844","8"
"1382","845","8"
"1383","846","8"
"1384","847","5"
"1385","847","8"
"1386","848","8"
"1387","849","1"
"1388","849","2"
"1389","849","15"
"1390","849","16"
"1391","850","6"
"1392","850","8"
"1393","851","8"
"1394","852","5"
"1395","852","14"
"1396","853","8"
"1397","854","8"
"1398","855","8"
"1399","856","5"
"1400","857","8"
"1401","858","1"
"1402","858","6"
"1403","858","8"
"1404","859","7"
"1405","860","5"
"1406","861","1"
"1407","861","16"
"1408","862","8"
"1409","863","5"
"1410","864","5"
"1411","864","8"
"1412","865","8"
"1413","866","6"
"1414","866","8"
"1415","866","14"
"1416","866","16"
"1417","867","5"
"1418","867","6"
"1419","868","5"
"1420","869","6"
"1421","870","5"
"1422","871","5"
"1423","872","8"
"1424","873","8"
"1425","874","6"
"1426","874","8"
"1427","875","8"
"1428","876","1"
"1429","877","8"
"1430","878","8"
"1431","879","11"
"1432","880","15"
"1433","880","16"
"1434","881","4"
"1435","881","5"
"1436","882","8"
"1437","882","16"
"1438","884","8"
"1439","885","4"
"1440","885","8"
"1441","885","9"
"1442","886","1"
"1443","887","8"
"1444","888","3"
"1445","888","4"
"1446","889","14"
"1447","890","16"
"1448","891","11"
"1449","891","16"
"1450","892","5"
"1451","892","8"
"1452","892","14"
"1453","893","8"
"1454","894","14"
"1455","895","8"
"1456","896","8"
"1457","897","2"
"1458","897","17"
"1459","898","5"
"1460","898","14"
"1461","899","12"
"1462","899","14"
"1463","900","12"
"1464","900","14"
"1465","901","5"
"1466","901","12"
"1467","902","8"
"1468","902","14"
"1469","903","13"
"1470","903","16"
"1471","904","13"
"1472","904","16"
"1473","905","5"
"1474","906","13"
"1475","906","16"
"1476","907","5"
"1477","907","12"
"1478","907","14"
"1479","908","8"
"1480","908","16"
"1481","909","5"
"1482","909","8"
"1483","910","5"
"1484","910","6"
"1485","911","5"
"1486","911","13"
"1487","911","14"
"1488","911","16"
"1489","912","8"
"1490","912","14"
"1491","912","17"
"1492","913","10"
"1493","913","13"
"1494","914","12"
"1495","914","14"
"1496","915","5"
"1497","915","14"
"1498","916","5"
"1499","916","14"
"1500","917","4"
"1501","917","8"
"1502","918","12"
"1503","919","2"
"1504","919","4"
"1505","919","8"
"1506","919","12"
"1507","920","8"
"1508","920","14"
"1509","920","17"
"1510","921","5"
"1511","922","10"
"1512","923","8"
"1513","924","8"
"1514","924","13"
"1515","924","15"
"1516","924","16"
"1517","925","2"
"1518","925","14"
"1519","926","8"
"1520","927","5"
"1521","928","14"
"1522","928","16"
"1523","929","16"
"1524","930","10"
"1525","930","14"
"1526","930","16"
"1527","931","13"
"1528","931","14"
"1529","931","16"
"1530","932","14"
"1531","933","5"
"1532","933","14"
"1533","933","16"
"1534","934","5"
"1535","935","5"
"1536","935","12"
"1537","936","5"
"1538","936","14"
"1539","937","5"
"1540","937","14"
"1541","938","12"
"1542","939","5"
"1543","939","8"
"1544","940","1"
"1545","940","2"
"1546","941","2"
"1547","942","6"
"1548","942","10"
"1549","942","13"
"1550","943","8"
"1551","943","14"
"1552","944","8"
"1553","945","5"
"1554","945","12"
"1555","945","14"
"1556","946","5"
"1557","946","8"
"1558","946","17"
"1559","947","5"
"1560","948","8"
"1561","949","8"
"1562","950","13"
"1563","951","5"
"1564","952","2"
"1565","952","5"
"1566","953","8"
"1567","954","8"
"1568","955","5"
"1569","956","8"
"1570","956","14"
"1571","957","8"
"1572","958","5"
"1573","958","13"
"1574","959","8"
"1575","960","6"
"1576","960","8"
"1577","961","8"
"1578","962","6"
"1579","962","8"
"1580","963","12"
"1581","964","18"
"1582","965","16"
"1583","966","8"
"1584","967","18"
"1585","968","11"
"1586","968","15"
"1587","969","1"
"1588","969","2"
"1589","969","14"
"1590","969","17"
"1591","970","5"
"1592","970","8"
"1593","971","8"
"1594","972","8"
"1595","973","8"
"1596","974","8"
"1597","974","14"
"1598","975","5"
"1599","975","12"
"1600","976","14"
"1601","976","17"
"1602","977","13"
"1603","978","8"
"1604","979","8"
"1605","979","17"
"1606","980","1"
"1607","981","8"
"1608","982","8"
"1609","983","14"
"1610","984","5"
"1611","984","8"
"1612","985","7"
"1613","986","2"
"1614","986","4"
"1615","987","8"
"1616","987","14"
"1617","988","5"
"1618","988","8"
"1619","989","8"
"1620","990","1"
"1621","990","2"
"1622","990","16"
"1623","991","8"
"1624","991","17"
"1625","992","16"
"1626","993","8"
"1627","994","8"
"1628","996","1"
"1629","996","8"
"1630","996","18"
"1631","997","8"
"1632","997","16"
"1633","998","1"
"1634","998","6"
"1635","999","6"
"1636","1000","6"
"1637","1001","5"
"1638","1002","5"
"1639","1003","8"
"1640","1003","16"
"1641","1004","1"
"1642","1004","16"
"1643","1005","4"
"1644","1005","5"
"1645","1006","8"
"1646","1007","4"
"1647","1007","5"
"1648","1007","18"
"1649","1008","18"
"1650","1009","2"
"1651","1009","4"
"1652","1009","9"
"1653","1010","4"
"1654","1010","5"
"1655","1011","2"
"1656","1011","4"
"1657","1011","5"
"1658","1012","4"
"1659","1012","8"
"1660","1013","4"
